what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315759427868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315759442778
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315759445358
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315759516338
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315759517068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315759517408
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315759518158
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1315759520278
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1315759536268
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315759570228
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315759570948
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315759571258
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315759573458
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315759606068
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315759606618
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315759606948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315759609008
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315759676008
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315759682408
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315759685158
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315759686928
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315759807178
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315759812508
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315759837648
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1315760024058
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315760025598
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315760029068
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315760091418
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315760092338
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315760168108
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315760170348
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315760175868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315760178388
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.format",1315760204838
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315760223068
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315760224008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760224308
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760225008
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1315760239288
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315760249638
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315760258238
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315760258958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760259278
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760261428
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315760332268
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760332598
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760332778
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315760339482
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760339812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760373512
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760416112
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760423972
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760823472
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315760923892
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315760924892
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760925202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760927432
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315760928952
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760929292
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760929502
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315760934884
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760935194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315760968794
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761205734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761211944
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1315761369604
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315761373784
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315761380904
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315761387894
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315761390094
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315761439614
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.format",1315761449444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315761452524
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315761453394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761453734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761456014
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315761457374
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761457684
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761491674
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315761745484
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315761758414
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315761808474
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315761823134
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315761827424
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315761828154
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761828514
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761830754
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315761831694
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761832024
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315761866174
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1315763674964
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315763687414
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315763688254
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315763688574
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315763690804
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1315763692544
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315764499704
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315764502814
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1315764594084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1315765201924
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315765214664
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315765288174
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315765305814
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315765508784
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315765513264
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315765647764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315765723324
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315765726134
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765746364
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765746914
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765746944
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765746974
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747014
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747054
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747084
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747124
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747154
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747184
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747224
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747594
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765747794
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765748584
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765748774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765748944
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765749094
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765749254
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765749394
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765749554
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765749714
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765749864
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765750024
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315765750204
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315766169694
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315766170714
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315766171004
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315766173364
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315766201824
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315766202154
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315766202374
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315766206416
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315766206726
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315766242656
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1315766626716
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1315766746146
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315766759176
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315766768166
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1315766772366
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315766837326
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315766838596
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315766842916
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315766888566
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315766893036
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1315767012226
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315767014416
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315767059126
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315767060336
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767060666
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767063176
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315767065316
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767065646
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767103196
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767205113
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767304183
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1315767323983
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1315767324693
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767325023
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767327293
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1315767328333
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767328683
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767907944
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315767910224
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1315768123964
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315768153334
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315768178804
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.format",1315768184464
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315768213184
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315768215194
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315768227304
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1315768229144
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1315768235444
