what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819007189
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1314819201321
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1314819204301
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1314819206741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1314819208291
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1314819222553
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1314819222983
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819223364
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819225485
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1314819225877
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819226214
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819245063
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1314819310953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1314819311833
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1314819312195
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819312542
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819314501
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1314819314891
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819315211
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819318315
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1314819400285
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1314819421985
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1314819423525
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1314819424625
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1314819425195
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1314819459635
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1314819460427
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819460770
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819462806
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1314819463379
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819463710
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819483893
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1314819529083
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1314819533013
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1314819557937
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1314819558215
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819558559
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1314819560575
executed,command,de.innot.avreclipse.core,2.3.4.20100807PRD,"de.innot.avreclipse.commands.uploadproject",1314819561321
